ID	Log2FC	FDR	AveExpr	P value	MUP-uPA_1 CPM	MUP-uPA_2 CPM	MUP-uPA_3 CPM	MUP-uPA_4 CPM	MUP-uPA-doubleTrt_1 CPM	MUP-uPA-doubleTrt_2 CPM	MUP-uPA-doubleTrt_3 CPM	MUP-uPA-doubleTrt_4 CPM
ENSMUSG00000006369	-0.506992188	0.744025619	1.81567659	0.319044435	5.114	1.97	7.238	2.508	1.527	2.459	5.82	0.803
ENSMUSG00000024352	-0.481033609	0.744025619	0.066693444	0.319119183	1.379	1.019	1.531	0.594	0.509	1.14	0.406	0.803
ENSMUSG00000024526	0.488537031	0.744025619	2.560144044	0.319087066	2.643	9.714	1.74	6.27	12.34	6.598	4.331	2.336
ENSMUSG00000034663	-0.168434207	0.744025619	4.673346475	0.319098882	32.626	32.731	25.832	23.292	26.69	25.712	20.94	17.146
ENSMUSG00000036257	0.148748238	0.744025619	7.820961502	0.319046798	233.565	230.631	202.678	240.891	235.163	237.391	213.796	211.076
ENSMUSG00000063275	0.284842064	0.744025619	1.870535589	0.318733416	3.907	3.872	3.202	2.574	4.771	3.359	3.452	3.065
ENSMUSG00000066440	0.153128128	0.744025619	5.987792759	0.318874886	60.101	72.077	55.263	66.724	66.853	72.813	52.925	59.411
ENSMUSG00000103272	0.437090427	0.744025619	-0.095451914	0.318888471	0.747	0.815	0.696	0.66	0.572	1.2	0.947	0.803
ENSMUSG00000113328	-0.330981256	0.744025619	1.451409584	0.318800027	4.367	3.057	2.158	2.706	2.354	2.279	1.624	2.409
ENSMUSG00000031818	0.143274334	0.744034742	7.31425757	0.319206641	165.248	158.215	155.419	161.43	167.546	152.403	156.54	153.125
ENSMUSG00000091514	-0.595863014	0.744034742	0.060974045	0.319220732	1.188	1.474	0.727	1.25	1.225	0.589	0	0.891
ENSMUSG00000036615	0.244770893	0.74481124	2.484165912	0.31960275	5.573	4.212	6.264	5.148	6.361	5.758	4.873	5.401
ENSMUSG00000003234	0.144113551	0.744843521	5.300793193	0.319812086	39.416	40.012	41.691	37.157	35.939	37.306	40.742	41.456
ENSMUSG00000027605	0.254109923	0.744843521	7.97718519	0.319751754	180.991	292.151	303.815	197.897	171.358	185.992	392.168	280.34
ENSMUSG00000035125	0.252515508	0.744843521	2.419514833	0.319675178	5.271	5.871	3.793	5.296	5.306	5.983	4.302	5.844
ENSMUSG00000036810	0.216195525	0.744843521	3.465773776	0.319772572	9.538	9.646	11.136	12.342	10.177	12.835	8.392	12.846
ENSMUSG00000070972	0.155630734	0.74497749	4.385047321	0.319918488	20.742	20.108	19.975	22.307	20.609	20.033	21.792	20.144
ENSMUSG00000013622	0.139298403	0.745094048	5.372928881	0.320017429	42.437	41.982	39.394	42.766	42.427	43.664	38.983	38.464
ENSMUSG00000103238	0.421804487	0.745159239	0.367916622	0.32009432	1.494	0.883	0.626	1.188	1.59	1.32	0.88	1.241
ENSMUSG00000022877	0.177151682	0.745204838	10.00233737	0.320258945	1174.604	879.796	1035.94	990.36	1070.35	994.488	1052.4	988.889
ENSMUSG00000034285	0.146153373	0.745204838	7.48643069	0.320290038	183.002	181.176	163.701	192.317	172.381	180.952	192.342	165.241
ENSMUSG00000044026	-0.227391708	0.745204838	4.73493777	0.320309487	18.961	41.847	22.899	37.025	24.617	21.412	20.777	25.107
ENSMUSG00000057894	0.213459867	0.745204838	3.216449071	0.320298058	9.136	7.88	8.7	10.164	9.669	7.797	9.34	10.291
ENSMUSG00000024537	-0.222483011	0.745482568	3.145210181	0.320546442	12.353	8.899	9.953	8.646	7.188	9.776	5.888	7.518
ENSMUSG00000027875	0.205533111	0.745482568	10.88199555	0.320575602	1605.708	1937.303	1528.297	2318.627	1988.292	2065.448	1807.083	1775.096
ENSMUSG00000055485	-0.23654885	0.745482568	2.472638145	0.320541736	5.688	7.337	5.638	6.204	4.58	4.618	5.347	4.233
ENSMUSG00000027016	-0.182461347	0.745499155	3.676533736	0.320631649	12.066	14.334	16.008	14.519	11.322	11.576	11.099	10.729
ENSMUSG00000024871	-0.452165746	0.745605805	0.151322588	0.320726439	1.021	1.844	0.777	1.169	0.656	0.57	1.165	0.727
ENSMUSG00000041075	0.206417692	0.745771501	4.680586363	0.320846646	25.051	24.116	31.112	20.327	26.143	20.932	20.033	35.398
ENSMUSG00000113472	-0.441110331	0.745786662	0.457713879	0.320902101	1.833	1.222	2.088	0.924	0.445	1.206	1.218	1.095
ENSMUSG00000024070	0.15969085	0.746014037	8.158961413	0.321048886	288.724	283.551	270.26	300.025	340.118	287.293	271.526	240.781
ENSMUSG00000031533	0.146496969	0.746088831	4.858545056	0.321178979	28.614	29.551	30.207	27.851	27.861	28.669	26.665	31.165
ENSMUSG00000047656	-0.411852943	0.746088831	0.457833969	0.32113255	1.839	1.019	1.74	1.386	0.572	1.26	1.083	1.095
ENSMUSG00000056121	-0.143687735	0.746186322	4.950557856	0.321318866	38.382	37.023	30.416	31.547	29.642	28.429	26.259	26.129
ENSMUSG00000065226	0.413170043	0.746186322	0.689246358	0.32129619	1.94	1.48	1.036	0.976	2.088	0.888	1.475	1.964
ENSMUSG00000031198	-0.316447427	0.746426468	2.257958188	0.321471251	6.033	5.095	6.821	3.96	5.47	5.218	2.098	2.846
ENSMUSG00000022556	-0.186647001	0.746483728	3.405457487	0.321662698	11.147	11.82	12.667	11.55	9.16	8.877	9.001	9.853
ENSMUSG00000038005	-0.223671105	0.746483728	2.819866698	0.321586585	8.791	7.812	7.517	7.524	5.216	5.278	6.362	7.226
ENSMUSG00000040414	-0.172920927	0.746483728	3.905588952	0.321636414	20.053	16.032	15.591	15.179	11.322	14.335	14.619	12.481
ENSMUSG00000056529	-0.277311357	0.746483728	1.983876634	0.321691826	3.85	4.823	4.594	4.488	4.071	3.119	3.519	2.336
ENSMUSG00000034602	0.138829562	0.746918578	6.219258595	0.321928229	72.856	78.462	80.946	68.11	74.168	70.174	77.627	72.037
ENSMUSG00000025804	0.4576731	0.747107014	0.081274048	0.322107486	1.264	0.611	0.905	0.528	1.272	1.26	1.015	0.511
ENSMUSG00000111131	-0.526066718	0.747107014	-0.839491423	0.322093215	0.575	0.543	0.487	0.528	0.445	0.3	0.271	0.292
ENSMUSG00000065911	0.574380271	0.747587262	-0.664635785	0.322461693	0.747	0.476	0.278	0.198	0.7	0.54	0.812	0.219
ENSMUSG00000071644	0.141633161	0.747587262	6.809986658	0.322445397	119.167	116.437	112.475	104.342	110.807	101.362	120.535	110.501
ENSMUSG00000099881	-0.236603675	0.747587262	2.459148538	0.322420216	6.205	5.978	6.682	5.742	4.389	4.318	4.534	5.328
ENSMUSG00000038224	0.176411404	0.747831783	9.237280345	0.322678131	710.75	534.97	669.282	493.464	590.101	549.634	646.397	625.491
ENSMUSG00000097141	-0.404584412	0.747831783	0.399816705	0.322714365	1.896	0.951	1.392	1.452	1.081	1.2	0.744	0.803
ENSMUSG00000104379	0.641427583	0.747831783	-0.589186849	0.322690234	0.46	0.634	0	0.66	0.7	1.02	0.455	0.292
ENSMUSG00000032381	0.158680796	0.748057184	4.534706055	0.322881879	20.972	22.078	25.335	23.759	24.871	21.712	21.725	23.356
ENSMUSG00000094483	0.134228702	0.748057184	5.914489648	0.322974438	60.33	65.215	62.432	55.636	62.782	59.018	61.587	54.448
ENSMUSG00000094936	0.20521923	0.748057184	3.83771112	0.323007961	16.74	11.706	17.669	9.898	15.058	15.944	15.464	10.989
ENSMUSG00000106329	0.445057372	0.748057184	0.329924086	0.322951233	0.787	1.348	0.474	1.452	1.336	1.228	0.916	1.46
ENSMUSG00000024982	0.135999572	0.748339137	6.25787468	0.323482483	83.904	76.841	78.741	69.634	79.197	75.456	74.314	72.913
ENSMUSG00000025324	-0.375545292	0.748339137	0.859597098	0.323450609	2.528	1.359	2.436	1.716	1.145	1.14	1.557	1.679
ENSMUSG00000029345	0.171402249	0.748339137	4.05010024	0.323415081	15.416	19.385	15.566	15.306	16.66	17.164	13.987	17.835
ENSMUSG00000030595	0.192629355	0.748339137	3.310867958	0.323326257	11.032	10.054	8.909	8.844	9.669	10.676	8.731	10.364
ENSMUSG00000037965	0.162527895	0.748339137	5.390598604	0.32352251	45.679	34.17	43.918	43.162	38.865	37.006	42.976	47.368
ENSMUSG00000076752	0.889264651	0.748339137	0.090202251	0.32331173	0.919	0.34	1.601	0.066	0.127	0.54	0.203	3.795
ENSMUSG00000085438	0.139329134	0.748339137	6.589448788	0.323385228	96.241	97.483	103.427	90.945	105.019	98.723	91.501	85.613
ENSMUSG00000086859	-0.322201689	0.748339137	2.050020544	0.323337099	5.088	4.949	5.298	3.591	4.135	4.74	1.517	3.034
ENSMUSG00000081605	0.585715493	0.748619369	-0.739159892	0.323692779	0.632	0.408	0.209	0.33	0.254	0.78	0.812	0.292
ENSMUSG00000079179	-0.252738239	0.748771788	2.80459762	0.323807812	7.584	9.783	6.684	7.603	5.725	8.037	6.503	3.433
ENSMUSG00000000942	0.585707195	0.748849181	-0.834343956	0.324493061	0.287	0.611	0.418	0.18	0.445	0.24	0.744	0.568
ENSMUSG00000002329	0.244976714	0.748849181	2.937356293	0.324324957	6.493	8.763	6.96	7.062	8.587	10.916	6.362	5.109
ENSMUSG00000002393	0.165075847	0.748849181	4.585846167	0.324823282	21.858	29.018	21.899	22.891	24.231	29.845	21.698	19.815
ENSMUSG00000017288	0.149603053	0.748849181	4.666013505	0.324115673	25.109	27.513	28.119	21.053	23.345	25.67	25.515	25.691
ENSMUSG00000018209	0.147171789	0.748849181	5.268365704	0.324583405	35.394	44.088	35.357	39.665	38.929	36.106	39.863	37.369
ENSMUSG00000020019	-0.162878339	0.748849181	4.330234046	0.324195877	23.615	19.768	22.968	22.967	18.256	17.813	16.175	18.83
ENSMUSG00000021218	0.145518678	0.748849181	8.16175286	0.32501327	297.692	289.311	289.045	276.61	295.579	297.218	280.895	262.002
ENSMUSG00000026413	0.490443714	0.748849181	-0.115235239	0.324748457	0.575	0.679	0.487	1.056	0.445	1.32	0.744	1.022
ENSMUSG00000027180	-0.138353535	0.748849181	7.11281379	0.325020493	155.191	150.308	154.135	154.105	126.546	132.418	124.385	114.018
ENSMUSG00000027951	-0.158782896	0.748849181	4.598442224	0.323939839	30.242	27.763	24.9	25.038	17.882	25.634	19.917	22.516
ENSMUSG00000029192	0.206863109	0.748849181	3.035849593	0.324514193	7.757	9.986	7.726	6.468	8.714	8.877	8.257	6.861
ENSMUSG00000029684	0.134375849	0.748849181	6.311046677	0.324119408	82.107	79.821	80.459	78.009	76.967	79.29	85.546	71.526
ENSMUSG00000030513	0.173030851	0.748849181	6.420396688	0.324230294	67.972	90.215	73.29	107.312	83.837	98.423	80.943	79.409
ENSMUSG00000031886	0.218574567	0.748849181	8.128537011	0.324594072	235.806	308.075	166.555	378.76	282.297	291.371	273.759	287.346
ENSMUSG00000036356	-0.440820704	0.748849181	0.593828507	0.324833569	1.839	2.242	1.183	1.452	1.272	1.2	1.624	0.292
ENSMUSG00000036721	0.203659942	0.748849181	3.097403122	0.324875199	8.906	7.201	9.187	7.92	9.796	8.277	8.121	7.883
ENSMUSG00000036892	0.143486252	0.748849181	6.056388143	0.324576613	65.961	67.457	63.824	69.957	62.909	65.196	61.317	73.132
ENSMUSG00000037295	0.165914249	0.748849181	4.562790153	0.32484946	21.776	29.551	22.69	20.261	27.097	25.85	20.033	20.947
ENSMUSG00000040396	0.148430555	0.748849181	4.821116215	0.324434263	32.636	26.494	28.328	25.871	31.486	28.489	25.921	25.837
ENSMUSG00000074890	0.242152249	0.748849181	2.744337514	0.325020135	6.79	5.138	5.842	7.656	7.106	7.766	5.089	6.932
ENSMUSG00000091462	0.823800116	0.748849181	-0.630634238	0.324485183	0.451	0.028	0.872	0.251	1.142	0	0.83	0.574
ENSMUSG00000103144	-0.551402066	0.748849181	-0.047151333	0.324416957	0.815	1.65	1.306	0.462	0.468	1.162	0.759	0.146
ENSMUSG00000108288	-0.550920244	0.748849181	-0.601154026	0.32463799	0.804	0.679	0.487	0.66	0.445	0.72	0.338	0.073
ENSMUSG00000109093	-0.193816036	0.748849181	4.775163687	0.324290103	32.119	28.871	23.873	37.883	23.599	19.973	31.741	20.655
ENSMUSG00000033114	0.15446727	0.748959254	4.532448327	0.325117408	24.419	23.776	20.045	24.089	25.762	23.751	20.574	21.458
ENSMUSG00000063576	-0.178555527	0.74906068	4.414046859	0.325210585	18.386	30.638	25.474	21.053	18.828	20.452	16.649	19.049
ENSMUSG00000105710	-0.425122597	0.749084328	0.303287984	0.325270001	1.609	1.019	0.905	1.77	0.763	0.9	1.218	0.657
ENSMUSG00000020661	0.15274222	0.749540319	4.91013644	0.32558069	33.096	35.189	28.536	24.023	33.013	33.408	26.259	26.494
ENSMUSG00000030614	0.17560135	0.749540319	4.326515419	0.325615541	18.501	20.923	18.027	21.779	21.691	16.674	23.484	17.955
ENSMUSG00000072501	0.132248635	0.749540319	5.796404536	0.325602977	54.757	62.022	54.498	53.26	53.622	58.598	56.105	50.725
ENSMUSG00000001761	0.240879593	0.750034314	2.98865133	0.327277839	9.366	5.706	9.605	5.742	6.933	7.737	10.084	7.226
ENSMUSG00000009654	-0.181999449	0.750034314	5.249831863	0.326173692	32.119	58.014	42.248	38.807	30.596	36.047	29.846	37.369
ENSMUSG00000014837	-0.542551336	0.750034314	-0.772762192	0.326212754	0.688	0.668	0.388	0.528	0.561	0.25	0.203	0.365
ENSMUSG00000015337	-0.231057392	0.750034314	3.253626049	0.327571074	12.201	10.146	10.196	10.507	7.55	9.485	5.225	10.311
ENSMUSG00000020464	0.141654344	0.750034314	5.187544455	0.326336156	39.588	35.868	33.13	37.751	33.84	38.386	38.035	33.647
ENSMUSG00000021670	-0.344714697	0.750034314	7.5037289	0.326952657	188.231	217.52	360.254	98.798	63.482	125.833	202.697	206.551
ENSMUSG00000022773	0.454723857	0.750034314	0.429340552	0.327286131	1.323	0.956	0.696	1.386	0.894	0.781	2.301	1.391
ENSMUSG00000024580	0.201651637	0.750034314	5.831250365	0.327421857	54.585	59.917	44.336	64.678	84.536	58.478	44.397	42.624
ENSMUSG00000024725	-0.146635523	0.750034314	5.091614911	0.327250383	36.658	45.243	35.009	34.781	31.995	34.667	29.508	25.764
ENSMUSG00000024908	0.134519322	0.750034314	6.694760046	0.326950785	106.469	111.587	102.244	98.336	101.393	100.942	103.48	102.546
ENSMUSG00000025220	0.145635501	0.750034314	6.689477053	0.327051659	111.872	105.802	91.177	106.19	119.83	101.902	96.848	90.479
ENSMUSG00000025402	0.20833161	0.750034314	3.829686827	0.327293958	20.429	12.874	13.081	9.438	13.075	14.395	16.742	12.888
ENSMUSG00000025876	-0.398615975	0.750034314	1.390162959	0.327524187	3.85	3.125	3.132	1.914	2.481	1.919	3.113	0.584
ENSMUSG00000027459	-0.38430669	0.750034314	1.269604653	0.327594455	1.781	3.329	1.67	4.092	2.035	2.159	1.286	1.971
ENSMUSG00000029408	-0.423495891	0.750034314	0.960802971	0.327720651	1.839	3.261	1.531	2.178	2.354	1.919	0.744	0.803
ENSMUSG00000029798	-0.204407259	0.750034314	4.98927244	0.327550373	40.367	29.968	37.953	35.149	18.829	40.448	22.49	29.359
ENSMUSG00000031877	-0.139408593	0.750034314	5.394400956	0.327024752	47.46	45.719	45.589	47.386	42.046	35.987	37.291	35.252
ENSMUSG00000033852	0.67618012	0.750034314	-0.266106509	0.326212716	0.309	0.399	0.044	1.512	0.544	1.09	0.581	1.1
ENSMUSG00000034295	-0.409245051	0.750034314	0.304848375	0.32597616	1.207	1.766	1.322	1.056	1.209	1.02	0.812	0.511
ENSMUSG00000035877	0.146812348	0.750034314	7.205793723	0.326856164	135.37	159.574	147.624	150.277	147.796	138.608	164.662	134.003
ENSMUSG00000036110	-0.154725188	0.750034314	7.472970533	0.326941659	179.153	180.361	211.03	218.782	155.333	165.658	148.081	164.438
ENSMUSG00000036513	-0.220078876	0.750034314	2.866629219	0.326033099	7.987	8.831	7.935	7.92	5.025	5.818	6.565	7.518
ENSMUSG00000038803	-0.131582628	0.750034314	5.705480463	0.32761605	63.395	58.592	57.144	52.016	47.649	49.219	43.353	47.207
ENSMUSG00000039697	-0.254369978	0.750034314	2.884182107	0.32607541	12.526	8.424	6.751	5.94	5.916	8.397	5.347	5.328
ENSMUSG00000041084	0.180726062	0.750034314	5.064139007	0.326680733	31.372	28.803	35.496	36.233	26.398	31.308	33.027	42.332
ENSMUSG00000042182	-0.634207082	0.750034314	-0.890820748	0.3266319	0.862	0.611	0.209	0.396	0.509	0.12	0.406	0.146
ENSMUSG00000044702	-0.42169538	0.750034314	0.472650189	0.327344824	1.494	1.598	1.81	1.188	1.336	1.439	0.88	0.365
ENSMUSG00000045211	0.279356656	0.750034314	2.042213551	0.326482458	4.539	2.717	4.942	3.102	4.071	4.498	4.331	3.649
ENSMUSG00000045624	0.163185519	0.750034314	4.57363256	0.327284231	21.317	25.135	22.76	25.343	25.571	19.553	24.906	24.231
ENSMUSG00000049288	-0.272790358	0.750034314	2.574537944	0.327241109	8.044	5.299	8.77	4.95	5.979	4.138	6.226	3.576
ENSMUSG00000078956	0.555956845	0.750034314	-0.635449223	0.327749395	0.23	0.815	0.418	0.33	0.382	0.84	0.744	0.365
ENSMUSG00000079484	0.186215118	0.750034314	4.063437947	0.326435991	17.449	15.205	17.995	15.197	20.144	17.151	18.289	11.296
ENSMUSG00000084788	0.438373082	0.750034314	0.368228964	0.326874395	0.689	1.223	1.74	0.594	1.527	0.96	1.286	1.314
ENSMUSG00000085971	-0.581063267	0.750034314	-0.3774173	0.327602666	0.747	1.001	0.278	1.176	0.7	0.78	0.271	0.146
ENSMUSG00000086561	0.697571051	0.750034314	-0.817274893	0.327047821	0.059	0.346	0.283	0.754	0.201	0.367	0.557	0.992
ENSMUSG00000086728	0.446639092	0.750034314	0.083605149	0.326823352	0.496	1.378	0.767	0.737	1.086	1.324	0.744	0.915
ENSMUSG00000104546	-0.391352962	0.750034314	0.975663119	0.326681543	2.126	3.125	1.74	1.848	1.845	2.279	0.812	1.022
ENSMUSG00000107876	-0.655140987	0.750034314	-0.846175212	0.326789139	0.632	0.747	0.557	0.264	0.763	0.24	0.135	0.073
ENSMUSG00000114267	0.642329323	0.750034314	-0.586107267	0.327723213	0.747	0.136	0.696	0.198	0.954	0.66	0.135	0.73
ENSMUSG00000038147	-0.172739892	0.750180728	3.999023006	0.327862596	19.995	18.749	18.096	14.651	11.831	15.954	16.784	11.824
ENSMUSG00000023232	-0.297694794	0.750847248	3.159289745	0.328220972	6.55	14.809	6.125	13.53	7.824	6.777	5.82	9.269
ENSMUSG00000037922	-0.379762558	0.750847248	2.553241343	0.328252425	4.022	15.013	4.802	4.026	3.308	6.418	5.347	3.795
ENSMUSG00000037851	0.147015613	0.750857561	5.371053764	0.3283062	39.243	40.216	43.292	42.898	42.618	35.987	43.856	40.945
ENSMUSG00000028641	0.190113548	0.750998622	3.391503267	0.328417152	8.963	11.073	10.719	10.296	11.64	9.536	10.964	9.561
ENSMUSG00000033416	0.164206738	0.751852519	7.085469617	0.328839899	133.876	125.336	133.425	148.165	127.981	109.939	145.644	155.314
ENSMUSG00000027318	-0.490963004	0.751888251	0.176455545	0.328912786	1.264	0.815	1.74	1.122	0.191	0.84	1.083	1.022
ENSMUSG00000039298	-0.222109358	0.751888251	3.521256254	0.329003526	12.296	14.402	9.814	15.179	7.124	11.876	12.317	8.32
ENSMUSG00000043190	0.215628289	0.751888251	2.984743419	0.328969508	9.251	7.473	6.264	7.59	9.541	7.677	6.632	7.737
ENSMUSG00000113432	-0.44687954	0.75212953	0.247980021	0.329158452	1.609	1.291	0.696	1.518	1.081	1.2	0.541	0.511
ENSMUSG00000018334	-0.284127834	0.752404266	1.822484322	0.329344566	3.965	3.872	3.41	4.554	2.099	3.119	3.452	2.919
ENSMUSG00000060550	-0.168495709	0.752404266	5.432512326	0.32937742	47.058	53.259	49.834	43.294	27.861	41.325	36.208	47.149
ENSMUSG00000091803	0.13858934	0.752454344	5.406055068	0.329448713	42.771	42.527	39.897	45.183	40.403	46.747	40.185	40
ENSMUSG00000021273	0.191851159	0.752902858	6.941585573	0.329842686	109.084	139.533	133.328	104.862	83.301	119.48	167.732	123.343
ENSMUSG00000049871	-0.493770486	0.752902858	-0.302036987	0.329758845	0.747	1.427	0.626	0.594	0.636	0.3	0.677	0.511
ENSMUSG00000053101	-0.67069989	0.752902858	-0.766161867	0.329837935	0.919	0.34	0.487	0.594	0.763	0.24	0	0.292
ENSMUSG00000110830	-0.347045401	0.752902858	1.263941224	0.32980467	2.304	2.455	3.708	2.318	1.229	2.053	1.829	2.425
ENSMUSG00000028179	0.188762247	0.752918759	7.244319642	0.330087554	197.252	119.154	167.529	118.532	138.986	124.933	164.865	177.575
ENSMUSG00000030611	-0.298130126	0.752918759	2.000723347	0.330006187	3.735	5.638	3.341	5.346	3.18	3.419	4.331	2.19
ENSMUSG00000035521	0.176371345	0.752918759	4.002277153	0.329962297	13.761	17.868	13.812	17.738	14.365	16.943	18.501	13.948
ENSMUSG00000043279	-0.132751328	0.752918759	5.985022353	0.330096657	66.536	76.492	70.923	66.46	57.185	59.918	54.549	55.907
ENSMUSG00000071074	-0.181650596	0.752918759	3.858348974	0.330054108	12.641	19.361	18.235	14.585	13.103	12.535	12.521	12.627
ENSMUSG00000031079	-0.514521787	0.75333048	-0.511480816	0.330326592	0.919	0.543	0.835	0.528	0.191	0.72	0.474	0.365
ENSMUSG00000073680	0.443274563	0.7534588	0.612567895	0.330432296	0.862	2.106	1.114	0.99	2.481	1.799	0.947	0.876
ENSMUSG00000000127	-0.172737732	0.753486371	4.140030219	0.330493825	21.317	22.078	20.811	14.783	15.393	14.095	18.612	14.013
ENSMUSG00000017639	0.299332874	0.75348694	3.200284889	0.330592951	6.665	10.869	4.594	12.144	13.422	10.076	8.189	6.204
ENSMUSG00000033632	-0.232836657	0.75348694	2.768496446	0.330569755	8.963	6.793	8.839	6.072	6.106	6.478	6.632	4.014
ENSMUSG00000054477	0.150172765	0.753858518	4.576716456	0.330805444	25.368	22.795	26.43	20.915	20.794	25.192	24.941	23.342
ENSMUSG00000029426	0.147946848	0.754068219	8.26131929	0.330983973	289.414	339.527	309.446	295.537	301.634	321.6	297.921	295.886
ENSMUSG00000029536	0.157021807	0.754068219	4.511295354	0.331205443	20.455	25.543	21.228	23.627	21.055	24.531	20.574	24.012
ENSMUSG00000041697	0.141772467	0.754068219	7.152847244	0.331243798	147.896	141.64	140.315	143.017	142.739	140.407	128.318	150.497
ENSMUSG00000053985	-0.385805071	0.754068219	0.79609897	0.331092933	2.356	2.581	1.531	1.254	1.145	1.919	1.354	0.803
ENSMUSG00000071654	-0.17589595	0.754068219	3.697212274	0.331059648	16.893	13.383	14.477	13.068	12.022	13.015	10.219	10.291
ENSMUSG00000075705	0.142747172	0.754068219	7.680335526	0.331229351	235.116	203.051	201.773	187.829	193.181	223.177	192.139	203.485
ENSMUSG00000106612	-0.497167546	0.754068219	0.784605687	0.331100948	2.126	0.951	3.689	1.122	0.445	1.979	1.083	1.46
ENSMUSG00000019889	0.158193012	0.754371449	6.765280797	0.331426496	99.459	98.502	111.988	123.349	100.757	97.943	123.919	109.26
ENSMUSG00000019863	0.307740627	0.754410882	1.451690588	0.331592317	1.839	2.989	2.506	2.574	2.608	3.299	2.301	2.7
ENSMUSG00000028702	-0.39152824	0.754410882	0.533968101	0.331565284	1.921	1.647	1.613	1.16	1.263	0.852	0.7	1.465
ENSMUSG00000042548	-0.15060992	0.754410882	4.683445523	0.331513886	31.142	29.279	28.954	24.947	22.327	28.546	21.86	18.976
ENSMUSG00000004665	-0.294064951	0.754642767	3.464093955	0.331743753	11.836	18.885	13.155	7.524	5.152	8.037	15.092	8.685
ENSMUSG00000051329	0.196531945	0.754843449	3.402284504	0.331881501	12.066	9.375	11.136	8.778	9.923	10.976	12.994	8.32
ENSMUSG00000034371	0.217814613	0.755264347	6.945149059	0.332116111	72.052	160.253	135.095	114.572	117.041	101.242	124.731	153.782
