ID	Log2FC	FDR	AveExpr	P value	MUP-uPA CPM 1	MUP-uPA CPM 2	MUP-uPA CPM 3	MUP-uPA CPM 4	MuP-uPA/sgp130_BGP-15_CPM 1	MuP-uPA/sgp130_BGP-15_CPM 2	MuP-uPA/sgp130_BGP-15_CPM 3	MuP-uPA/sgp130_BGP-15_CPM 4
ENSMUSG00000037887	-0.258785663	0.903405473	1.411538172	0.684238203	4.075	1.148	5.06	1.628	0.79	0.281	5.115	2.504
ENSMUSG00000034075	0.065373154	0.903476001	6.274324421	0.684350908	79.759	70.191	82.073	82.96	71.918	79.335	77.596	74.016
ENSMUSG00000007038	-0.066023764	0.903533618	5.437281843	0.684783366	43.252	42.667	52.922	45.71	39.16	45.99	38.923	37.766
ENSMUSG00000021286	-0.089102455	0.903533618	3.772439356	0.684770993	11.224	15.179	14.056	17.09	10.974	11.515	12.468	15.232
ENSMUSG00000022329	0.067964153	0.903533618	4.794897536	0.684558595	27.738	27.615	31.135	26.11	24.08	29.911	27.014	27.333
ENSMUSG00000047539	0.077319951	0.903533618	3.550003521	0.684701858	11.796	11.671	11.737	11.665	12.237	11.655	10.79	10.919
ENSMUSG00000052310	-0.066409334	0.903533618	6.300750102	0.684809586	90.935	73.216	104.087	70.668	79.741	79.552	67.217	68.647
ENSMUSG00000085782	0.208205406	0.903533618	0.261826336	0.684736687	1.573	0.51	0.914	1.153	1.816	1.194	0.4	0.974
ENSMUSG00000093402	0.179152952	0.903533618	0.503219563	0.684692953	0.929	0.893	1.335	1.831	0.947	1.545	1.598	1.113
ENSMUSG00000091243	-0.241621738	0.903559041	0.865963065	0.684888148	3.003	1.02	3.233	0.61	0.474	0.562	2.078	2.712
ENSMUSG00000033207	0.09519279	0.903668548	3.236621604	0.685030453	11.581	7.526	12.299	6.646	9.79	7.443	10.87	8.694
ENSMUSG00000059447	0.071220729	0.903781683	7.055674811	0.685175522	129.04	140.31	128.755	139.233	143.612	137.618	123.244	118.236
ENSMUSG00000003808	-0.074542737	0.903782998	3.827005089	0.685235827	17.515	11.863	17.219	14.039	12.316	13.972	13.028	13.145
ENSMUSG00000011148	-0.123875599	0.903857077	2.465855675	0.685612542	4.003	7.334	4.849	6.782	5.921	4.283	5.195	4.382
ENSMUSG00000018820	0.081679835	0.903857077	3.391414666	0.685613994	10.08	10.396	11.034	10.376	10.027	9.83	11.429	9.528
ENSMUSG00000022844	0.089170788	0.903857077	4.015179554	0.685380437	24.021	10.651	15.181	15.666	14.764	15.096	15.745	17.735
ENSMUSG00000025290	0.075668534	0.903857077	7.843795983	0.685451423	272.949	197.709	299.469	175.11	224.774	224.191	240.013	214.077
ENSMUSG00000027162	0.068582998	0.903857077	6.381435077	0.68558621	75.208	92.477	86.165	83.011	79.741	85.941	82.482	78.523
ENSMUSG00000048218	-0.165242941	0.903857077	2.09465998	0.685647865	1.859	5.612	3.444	6.782	5.527	2.738	3.597	3.13
ENSMUSG00000028563	-0.110946252	0.904036341	2.741057468	0.685902499	4.504	8.163	7.942	7.46	5.527	5.617	6.554	6.399
ENSMUSG00000036529	0.065108657	0.904036341	5.085049535	0.685855607	35.388	28.763	42.45	32.282	32.212	32.79	32.29	35.262
ENSMUSG00000006299	0.065669996	0.904041832	6.404556593	0.686077974	81.713	82.209	93.329	87.216	74.688	86.713	87.31	82.696
ENSMUSG00000009640	0.117922116	0.904041832	2.840866622	0.686075387	6.577	9.184	7.38	4.815	4.5	9.198	6.554	7.72
ENSMUSG00000048027	-0.147856796	0.904041832	1.185441662	0.686084637	1.573	2.105	3.092	2.577	1.658	1.896	2.238	1.947
ENSMUSG00000104398	-0.23566857	0.904241335	-0.673428405	0.686295379	0.786	0.191	0.633	0.61	0.316	0.562	0.32	0.487
ENSMUSG00000024927	0.077222264	0.904260429	5.503565087	0.686459284	47.612	39.733	59.036	38.996	35.449	37.073	54.029	51.05
ENSMUSG00000030301	-0.065765592	0.904260429	5.225738722	0.686487887	39.96	37.882	46.878	34.995	33.317	39.46	31.49	35.471
ENSMUSG00000074220	-0.234611138	0.904260429	-0.398064228	0.686422313	0.929	0.191	1.125	0.61	0.79	0.632	0.4	0.348
ENSMUSG00000022913	-0.075965882	0.904397633	4.152349739	0.686651396	20.017	19.643	18.625	17.09	13.501	15.938	16.704	19.613
ENSMUSG00000020547	0.102408392	0.904568756	2.602533372	0.68694261	6.291	5.485	6.536	5.629	5.369	4.634	6.794	6.746
ENSMUSG00000047246	0.126348489	0.904568756	2.260858772	0.686959395	5.302	2.943	6.009	4.571	4.442	6.889	3.463	3.837
ENSMUSG00000079334	-0.080201084	0.904568756	5.493560553	0.686905671	36.855	50.447	46.714	56.473	37.248	44.246	36.481	49.469
ENSMUSG00000026131	-0.078265496	0.904576849	8.087003563	0.6870249	394	232.392	290.657	257.294	241.827	237.061	251.631	283.102
ENSMUSG00000063358	0.062969272	0.904947084	6.317318274	0.687365477	81.356	75.895	90.382	77.789	81.004	73.864	75.928	81.235
ENSMUSG00000014554	0.096823162	0.905038599	2.945187217	0.687494378	9.365	6.25	8.574	6.578	9.395	6.179	6.474	7.998
ENSMUSG00000024067	-0.084091744	0.905247792	3.390683807	0.687719022	9.937	11.99	12.018	10.309	10.343	8.215	10.23	9.737
ENSMUSG00000026174	0.065282168	0.905247792	4.694007829	0.687772094	26.165	24.108	29.588	25.364	25.422	27.313	22.619	25.664
ENSMUSG00000029761	-0.076402717	0.905377987	8.598723765	0.687989835	414.714	357.853	492.532	402.779	348.648	381.889	326.652	390.388
ENSMUSG00000046792	-0.079739283	0.905377987	3.512721883	0.687985884	11.581	11.48	12.861	12.343	10.816	9.198	9.671	12.345
ENSMUSG00000051346	0.076575783	0.905800537	4.218546868	0.688370367	19.517	20.154	21.084	14.446	16.343	22.398	15.505	18.5
ENSMUSG00000018648	0.204609618	0.90593168	0.445384634	0.688586027	0.357	1.339	1.335	1.628	0.868	0.913	1.279	1.947
ENSMUSG00000024604	-0.068770844	0.90593168	4.481413497	0.688707823	23.878	20.6	30.432	20.685	22.896	20.292	20.221	19.752
ENSMUSG00000028854	0.100232493	0.90593168	2.889867087	0.688650325	9.723	5.038	9.277	5.765	6.79	7.372	7.593	7.094
ENSMUSG00000035671	0.089868913	0.90593168	3.466743157	0.688689784	15.585	9.885	10.191	8.749	8.764	11.515	11.829	10.989
ENSMUSG00000015750	-0.071525067	0.906062455	4.193444764	0.688866697	17.218	19.487	20.07	20.465	18.619	16.099	16.775	16.433
ENSMUSG00000014592	0.140395014	0.906063323	1.508555936	0.689131152	3.575	2.551	2.108	2.509	3.395	2.317	3.197	2.017
ENSMUSG00000028030	-0.065042506	0.906063323	5.928355693	0.688996105	66.843	57.463	65.362	69.311	64.029	57.996	49.713	56.336
ENSMUSG00000030357	0.071519936	0.906063323	7.422706796	0.689117447	179.726	171.496	156.727	185.554	161.376	161.561	171.118	179.371
ENSMUSG00000034429	-0.092603874	0.906063323	3.54229677	0.68901918	11.51	14.095	8.926	14.242	11.053	10.04	11.11	10.502
ENSMUSG00000098900	0.281790447	0.906063323	-0.499397111	0.689164642	0.429	0.255	0.773	0.714	1.642	0.371	0.297	0.139
ENSMUSG00000038463	0.171365939	0.906279598	0.718173586	0.689448086	2.502	0.829	1.546	1.153	1.895	1.615	1.519	1.113
ENSMUSG00000079105	0.172422165	0.906279598	1.479864082	0.689425847	4.146	1.212	4.357	1.085	2.842	2.177	2.478	3.269
ENSMUSG00000020514	0.0686372	0.906348146	4.249889056	0.689710052	19.874	18.75	20.1	18.176	20.448	15.798	18.542	19.405
ENSMUSG00000025940	-0.067342444	0.906348146	4.31778839	0.689621364	21.947	19.962	23.193	19.6	18.79	20.783	18.463	16.136
ENSMUSG00000028329	0.086927955	0.906348146	3.876235008	0.689594422	11.724	17.028	14.056	15.395	15.08	17.694	11.749	13.006
ENSMUSG00000054893	-0.143455692	0.906348146	1.922172534	0.689738135	3.503	5.102	2.249	4.747	3.632	4.002	2.398	3.269
ENSMUSG00000028322	0.080283604	0.906814428	3.500967275	0.690244917	10.795	10.268	13.845	10.648	9.079	11.304	11.11	12.519
ENSMUSG00000079260	0.152382195	0.906814428	1.111721672	0.690246648	2.511	1.865	2.249	1.424	1.263	2.317	1.758	2.782
ENSMUSG00000106678	0.243158931	0.906814428	-0.091539983	0.690271498	0.286	0.191	1.546	1.085	1.026	0.843	0.48	0.974
ENSMUSG00000041815	0.067699576	0.906861824	4.892140949	0.690367086	28.525	29.529	36.125	26.585	28.422	25.277	29.572	32.689
ENSMUSG00000046380	-0.162307005	0.906931522	1.464017675	0.690479659	3.36	2.679	3.865	1.763	4.263	1.615	1.279	2.365
ENSMUSG00000076752	0.379350492	0.906931949	-0.012328053	0.690539498	1.43	0.128	0.984	0.61	0	0.983	0	2.643
ENSMUSG00000020211	-0.110231843	0.906934489	2.861788264	0.690607675	9.9	5.679	10.402	5.458	4.594	6.202	6.896	8.51
ENSMUSG00000081488	0.236155306	0.906934489	-0.682534869	0.69066046	0.572	0.574	0.281	0.407	0.868	0.281	0.32	0.556
ENSMUSG00000020196	-0.078212045	0.90708541	4.329524064	0.690834915	27.309	18.113	27.199	14.242	18.08	18.326	17.903	20.17
ENSMUSG00000026254	0.067553801	0.90711585	5.925897348	0.690917624	57.335	61.035	59.739	67.548	56.213	63.192	53.949	64.752
ENSMUSG00000017713	-0.129252676	0.907120079	1.788018709	0.691278002	3.217	3.635	3.865	3.662	3.079	2.036	3.037	3.964
ENSMUSG00000021540	-0.063589254	0.907120079	5.382244909	0.691210959	46.04	41.009	51.938	39.132	37.186	42.9	35.566	40.27
ENSMUSG00000037523	-0.082286755	0.907120079	6.574340566	0.691244313	91.436	108.867	80.613	121.6	76.425	82.5	101.744	93.128
ENSMUSG00000044795	0.084916112	0.907120079	3.271050803	0.690982353	8.933	9.248	9.558	10.621	10.343	10.321	7.593	9.347
ENSMUSG00000053158	-0.11259584	0.907120079	2.984032801	0.691068526	12.439	4.592	9.839	7.46	5.684	6.109	8.072	8.694
ENSMUSG00000097462	0.190037859	0.907120079	0.341547692	0.691226941	0.929	0.702	1.757	1.085	1.421	0.702	1.758	0.765
ENSMUSG00000075419	0.093638018	0.907128093	3.062203756	0.691343636	7.292	8.61	9.558	7.664	7.579	10.672	7.033	7.233
ENSMUSG00000003429	0.064286154	0.90716928	6.339373863	0.691480887	84.287	75.958	90.803	79.349	70.503	83.554	74.09	88.677
ENSMUSG00000062691	0.094575269	0.90716928	3.372647303	0.691494085	8.936	13.648	8.926	9.156	11.369	10.321	9.991	8.833
ENSMUSG00000000561	0.068221738	0.907268475	4.759980195	0.691742025	27.595	27.26	30.442	24.635	21.948	26.326	28.213	29.169
ENSMUSG00000009281	-0.0722984	0.907268475	8.237353261	0.691637498	341.356	322.178	326.434	298.752	280.073	304.627	282.939	260.071
ENSMUSG00000026457	-0.063049861	0.907268475	6.288754721	0.691840476	84.43	80.742	84.619	82.333	73.898	70.143	72.731	75.949
ENSMUSG00000030671	0.07020469	0.907268475	6.847091777	0.691876009	108.451	121.878	107.39	126.415	120.084	105.46	111.255	115.037
ENSMUSG00000100755	-0.143407725	0.907268475	1.59302077	0.691926912	3.951	2.911	3.017	2.733	1.546	4.054	2.223	2.595
ENSMUSG00000109119	0.229239202	0.907268475	0.19261202	0.691752967	1.93	0.319	1.195	0.543	1.895	1.053	0.4	0.835
ENSMUSG00000020634	-0.070234975	0.907278074	5.374544397	0.69199377	44.967	43.624	37.952	48.83	34.659	39.6	39.323	40.965
ENSMUSG00000025239	-0.065688042	0.907306737	5.416519606	0.692091315	41.75	48.279	48.635	42.387	40.344	37.845	42.12	39.157
ENSMUSG00000037171	-0.236133777	0.907306737	-0.297343176	0.692134708	0.786	0.574	0.633	1.017	1.026	0.421	0.08	0.835
ENSMUSG00000036257	0.076415873	0.907327049	7.773106249	0.692209743	215.328	238.144	186.105	239.063	239.695	224.612	201.01	196.133
ENSMUSG00000040564	0.098089733	0.907400443	11.1270254	0.69232528	2131.98	2379.012	1979.825	2436.75	1992.566	2334.378	2280.967	2252.955
ENSMUSG00000020740	-0.101634371	0.907452358	2.800333746	0.69249801	7.578	5.485	8.574	8.003	4.579	7.021	5.994	7.581
ENSMUSG00000024581	-0.071195683	0.907452358	4.325267274	0.692603083	19.445	22.45	22.771	20.142	19.58	21.064	18.463	15.371
ENSMUSG00000028978	0.123934516	0.907452358	1.912454735	0.692456602	3.963	3.38	4.779	2.509	3.535	2.809	4.365	3.793
ENSMUSG00000040532	-0.069421619	0.907452358	4.248012242	0.692571797	19.302	19.293	20.312	21.379	18.396	16.138	19.297	16.73
ENSMUSG00000004264	0.069863756	0.907483894	7.328084385	0.692914521	142.67	172.041	171.67	163.848	168.609	145.106	156.384	160.665
ENSMUSG00000019710	0.062884097	0.907483894	5.51218436	0.6927907	48.15	41.021	52.074	45.073	45.128	39.331	45.431	48.364
ENSMUSG00000044991	0.143823584	0.907483894	1.085350557	0.692924903	1.716	1.594	2.249	2.306	1.895	1.826	1.678	2.573
ENSMUSG00000052415	0.299461214	0.907483894	-0.793663409	0.692869762	1.144	0.191	0.211	0.136	0.079	0.562	0.639	0.556
ENSMUSG00000074211	0.092054766	0.907483894	3.386402064	0.692814334	9.508	11.033	10.542	10.376	13.659	11.234	7.113	8.972
ENSMUSG00000028234	0.065509032	0.907499182	5.730869201	0.693097594	59.623	49.363	61.074	47.067	44.37	58.979	54.509	49.659
ENSMUSG00000029072	-0.154114054	0.907499182	0.850541348	0.693106326	1.501	1.212	2.46	2.17	1.421	1.615	1.519	1.461
ENSMUSG00000058298	0.096150108	0.907499182	3.330504538	0.693115229	10.245	11.054	10.851	7.853	13.537	11.054	6.929	7.95
ENSMUSG00000035595	0.221432276	0.907600885	0.075861306	0.693252464	0.429	1.148	0.773	1.085	0.395	1.334	0.48	1.53
ENSMUSG00000020747	-0.068096097	0.907624045	4.424087513	0.693389273	20.531	21.435	24.317	24.551	20.054	20.853	18.782	20.17
ENSMUSG00000031845	0.095511812	0.907624045	3.612341881	0.693347034	17.015	7.207	16.868	8.884	11.053	11.936	12.228	12.658
ENSMUSG00000036188	-0.081110564	0.907652935	4.013262347	0.693470905	13.44	20.472	19.257	15.056	16.58	14.464	13.987	14.675
ENSMUSG00000037072	0.063783822	0.907776832	7.065999776	0.693649248	148.914	123.472	152.019	124.109	136.743	133.194	128.119	126.791
ENSMUSG00000089832	-0.111181475	0.907776832	2.226984341	0.693684704	4.924	3.85	5.763	5.222	3.544	4.067	5.115	3.98
ENSMUSG00000024645	0.079665453	0.907781578	3.782997863	0.6937479	11.295	14.86	15.532	13.36	12.711	13.762	15.425	11.754
ENSMUSG00000018841	-0.082670834	0.907857143	3.627317435	0.693924799	11.867	14.159	12.58	13.428	13.737	12.006	8.792	11.059
ENSMUSG00000033400	0.069268449	0.907857143	6.060211255	0.693868135	58.55	71.494	67.4	71.685	77.372	64.175	60.103	60.231
ENSMUSG00000014301	0.105226272	0.90798352	2.387354074	0.694127161	5.505	5.166	4.639	5.086	6.158	4.494	4.556	5.077
ENSMUSG00000033216	-0.067110041	0.90798352	4.912961071	0.694259727	27.309	33.674	35.2	31.333	26.922	29.209	28.133	28.005
ENSMUSG00000044022	0.239940138	0.90798352	-0.592934481	0.694167191	1.1	0.416	0.387	0.136	0.553	0.599	0.508	0.515
ENSMUSG00000111390	0.312942853	0.90798352	-1.028649763	0.694208897	0.071	0.255	0.715	0.271	0.711	0.529	0	0.255
ENSMUSG00000020538	0.077413828	0.90798426	6.733482229	0.694358491	77.066	112.566	126.577	113.123	99.005	96.192	119.727	102.935
ENSMUSG00000044469	0.087250922	0.90798426	5.265057761	0.694494016	30.455	46.175	29.518	45.914	43.818	30.964	38.364	38.322
ENSMUSG00000053007	-0.227307877	0.90798426	0.696021618	0.694395829	2.86	0.765	2.882	0.407	1.263	0.491	1.199	2.226
ENSMUSG00000096780	0.201743835	0.90798426	-0.218600777	0.694498624	0.786	0.765	0.843	0.407	0.395	1.123	0.719	0.696
ENSMUSG00000020137	0.086821805	0.907987829	3.983273388	0.694674001	23.163	9.885	17.922	13.564	15.948	17.272	15.106	13.632
ENSMUSG00000027882	-0.066044868	0.907987829	5.346268095	0.694651793	44.538	43.496	39.568	44.49	42.002	38.126	33.968	37.975
ENSMUSG00000039062	-0.066760174	0.907987829	6.931060675	0.694680103	120.389	131.7	129.247	136.113	120.163	111.85	110.775	113.994
ENSMUSG00000035919	-0.087625564	0.908222745	3.108949271	0.69491943	10.867	7.271	9.98	8.613	7.579	6.46	8.792	8.694
ENSMUSG00000026887	0.068858589	0.908375147	4.753985085	0.695095648	25.665	28.671	25.42	28.745	25.738	24.95	28.054	26.588
ENSMUSG00000015599	0.215595826	0.908406426	1.631716628	0.695179194	0.929	3.89	0.843	5.222	3.711	3.16	1.359	4.034
ENSMUSG00000021707	0.075073124	0.908540792	5.402487963	0.695443974	32.732	47.259	46.386	43.676	50	41.847	39.163	35.123
ENSMUSG00000070287	0.203114814	0.908540792	-0.12449701	0.695460879	0.429	0.51	0.843	1.221	1.105	0.632	0.639	0.835
ENSMUSG00000092471	0.173824637	0.908540792	1.113216758	0.695377472	2.574	1.977	0.703	2.577	1.658	1.966	2.877	1.739
ENSMUSG00000023284	-0.098845228	0.908574005	2.687313184	0.695653806	6.935	6.123	6.677	7.392	7.185	6.038	4.236	5.912
ENSMUSG00000024382	-0.066735935	0.908574005	4.26666727	0.695564654	19.731	19.58	23.333	19.057	18.001	17.694	15.665	20.239
ENSMUSG00000040430	-0.069660696	0.908574005	4.742867426	0.695784411	25.879	22.768	38.163	27.942	28.264	22.258	24.137	25.108
ENSMUSG00000042249	-0.11306566	0.908574005	3.20506947	0.695770396	11.295	5.102	16.094	7.935	8.764	11.094	5.914	7.72
ENSMUSG00000051224	-0.142288766	0.908574005	1.482318061	0.695703083	2.645	3.38	3.163	2.374	3.158	2.738	2.478	1.321
ENSMUSG00000055116	-0.082363822	0.908614781	5.244685164	0.695875262	56.692	29.911	44.769	32.96	27.396	39.46	43.639	29.837
ENSMUSG00000062376	-0.116665647	0.908754765	2.144109421	0.696042104	4.289	5.421	5.06	3.73	4.184	2.949	4.716	3.895
ENSMUSG00000024081	0.063980947	0.90880202	5.695025671	0.69619489	58.336	47.067	51.305	54.052	43.818	52.941	52.75	52.789
ENSMUSG00000057058	-0.255449491	0.90880202	-0.456423872	0.696229133	0.858	0.446	0.984	0.407	0.474	0.562	0	0.974
ENSMUSG00000072663	-0.289707388	0.90880202	-0.739189996	0.696257208	1.144	0.128	0.773	0.136	0.158	0.702	0.48	0.209
ENSMUSG00000014075	0.224239225	0.908892352	-0.439896218	0.696684268	0.643	0.191	0.984	0.543	1.026	0.491	0.559	0.417
ENSMUSG00000025019	0.068053706	0.908892352	5.238462574	0.69666466	49.9	28.381	40.131	36.216	36.554	34.124	38.444	38.462
ENSMUSG00000029530	0.179633971	0.908892352	0.903136766	0.696646489	2.502	0.893	2.794	0.814	2.787	1.404	1.439	1.461
ENSMUSG00000031565	-0.137111758	0.908892352	2.762318026	0.696418315	9.58	3.89	12.791	3.798	3.948	6.46	7.833	5.912
ENSMUSG00000042810	0.097845702	0.908892352	3.767942596	0.696682733	11.081	13.648	18.484	11.394	20.054	13.832	8.312	11.545
ENSMUSG00000078868	-0.1480414	0.908892352	1.011625058	0.696492506	2.645	1.276	2.741	1.695	1.579	2.106	1.439	1.669
ENSMUSG00000036181	0.068413606	0.908914709	5.117224506	0.696767226	37.103	29.465	35.633	38.657	33.317	40.302	34.128	27.959
ENSMUSG00000038526	0.083358365	0.908914709	4.646569788	0.69699458	16.955	28.601	26.949	27.347	21.883	21.816	26.305	28.149
ENSMUSG00000044224	0.065483519	0.908914709	5.287606886	0.696999625	41.464	40.945	36.898	38.657	37.896	37.283	42.36	34.984
ENSMUSG00000046721	-0.197069007	0.908914709	-0.344298329	0.696912978	0.786	0.893	0.633	0.543	0.474	0.491	0.559	0.765
ENSMUSG00000100130	0.147938615	0.908914709	1.251665458	0.696848328	3.512	1.596	2.38	1.541	2.935	1.822	2.514	1.806
ENSMUSG00000020024	-0.066739711	0.909253089	4.122939051	0.697318778	18.659	16.518	21.295	17.565	17.053	17.272	15.425	15.023
ENSMUSG00000046338	0.201672409	0.909335178	0.613071964	0.697441404	0.357	1.084	2.179	1.763	1.263	1.615	0.719	2.087
ENSMUSG00000039929	0.102704306	0.909355902	2.836597136	0.697516972	9.365	5.74	6.817	6.443	5.053	6.319	7.193	9.181
ENSMUSG00000035325	-0.064957131	0.909484758	7.204464891	0.697794855	177.439	127.937	170.643	155.849	139.901	137.758	136.191	138.545
ENSMUSG00000089960	0.098726173	0.909484758	9.023059001	0.69773287	349.962	598.304	449.558	658.715	612.348	455.029	494.348	503.393
ENSMUSG00000106464	0.164922985	0.909484758	0.4316138	0.697741318	1.43	0.829	1.546	1.017	1.737	1.264	0.879	1.043
ENSMUSG00000026353	0.069959743	0.909692999	7.319597825	0.698014321	188.52	132.848	149.137	179.179	162.481	142.252	163.286	158.715
ENSMUSG00000010054	0.068829509	0.909777995	5.153955229	0.698378043	31.444	39.54	34.368	37.774	38.763	33.626	34.125	32.827
ENSMUSG00000038894	-0.125150675	0.909777995	4.4982677	0.698223941	45.897	12.883	24.95	16.548	13.422	16.711	31.41	20.378
ENSMUSG00000049881	-0.151894119	0.909777995	1.352066797	0.698204793	1.859	3.475	1.898	3.12	2.954	1.685	1.918	2.226
ENSMUSG00000105338	0.139603212	0.909777995	1.771941549	0.698312136	2.76	3.844	4.654	1.824	4.444	3.639	2.654	2.482
ENSMUSG00000111312	0.288262999	0.909777995	-0.85062561	0.698375036	0.518	0.388	0.511	0.151	0.237	1.158	0.25	0.086
ENSMUSG00000029592	-0.071773839	0.909960353	4.048260578	0.698636691	18.302	13.671	23.236	15.73	15.489	16.327	14.586	14.954
ENSMUSG00000067653	-0.187228522	0.909960353	0.724984404	0.698637452	2.288	0.929	1.827	1.763	1.816	1.334	1.918	0.375
ENSMUSG00000041229	0.076769185	0.91020153	4.475790809	0.698882348	30.312	18.368	26.707	15.734	20.211	22.679	24.057	20.031
ENSMUSG00000016194	0.122400819	0.910270464	8.404043561	0.699092423	215.185	467.613	171.346	451.948	314.146	382.381	318.579	338.642
ENSMUSG00000020561	-0.06811921	0.910270464	4.578013528	0.699230133	26.165	26.34	27.269	21.634	19.422	24.013	25.096	20.239
ENSMUSG00000024248	0.063318139	0.910270464	7.255097603	0.699190355	159.995	149.366	170.994	143.438	159.955	139.233	149.619	149.464
ENSMUSG00000025786	0.063803266	0.910270464	4.799717031	0.699206926	29.025	26.531	29.307	28.145	28.58	25.347	29.093	25.595
ENSMUSG00000030393	0.199905952	0.910270464	0.339016751	0.699233943	2.002	1.02	0.843	0.543	1.342	1.474	0.4	1.391
ENSMUSG00000025410	0.06426014	0.910326855	5.935658541	0.699378343	53.904	65.563	70.07	58.935	60.003	61.998	55.068	62.457
ENSMUSG00000037993	-0.065911858	0.910326855	5.201871868	0.699396733	42.179	34.121	38.233	41.845	29.291	34.194	35.407	38.322
ENSMUSG00000015843	-0.182267061	0.910847059	1.801453442	0.700026303	0.786	5.038	4.428	4.273	4.737	3.16	2.158	2.017
ENSMUSG00000020801	-0.116314532	0.910847059	2.10307904	0.699941251	3.71	4.783	4.355	5.016	4.181	3.721	4.476	2.921
ENSMUSG00000022195	0.074406903	0.910847059	4.383705639	0.700035485	16.514	21.748	21.295	24.008	20.29	22.187	17.983	21.143
ENSMUSG00000045410	0.063780651	0.910847059	5.099811669	0.699947227	33.743	36.544	38.936	30.112	35.291	36.37	31.97	30.324
ENSMUSG00000048234	0.064241202	0.911066956	6.336895262	0.700264273	77.309	82.214	80.661	87.214	79.223	73.901	78.379	84.814
ENSMUSG00000039167	0.071667798	0.91122124	5.423504929	0.700442654	38.033	43.177	42.169	49.373	51.871	41.566	33.728	41.383
ENSMUSG00000022787	0.098990387	0.911232317	2.912704151	0.700510965	6.72	7.589	6.817	8.41	7.342	9.83	5.834	6.329
